title,date_published,news_outlet,article_link,summary,text,Sentiment_Score
"Trump says automakers, Tesla must build cars, parts in US",2025-05-31 04:19:39,Yahoo,https://finnhub.io/api/news?id=b6c1ce06dab4b30d3cf70b3130844a97a7c7b43f2d6869f5a26e2f243d84f8b1,"The comments from Trump, at a press conference marking Tesla CEO Elon Musk's last official day at the White House as a senior adviser, were in response to a question on tariffs hurting companies such as Tesla that import auto parts from other countries.  ""All of the manufacturers will build their parts here too.""","The comments from Trump, at a press conference marking Tesla CEO Elon Musk's last official day at the White House as a senior adviser, were in response to a question on tariffs hurting companies such as Tesla that import auto parts from other countries.  ""All of the manufacturers will build their parts here too.""",0.7790926285088062
Musk Takes One Last Shot at Democrats From the Oval Office Before Walking Away From DOGE,2025-05-31 04:15:00,Yahoo,https://finnhub.io/api/news?id=d9b973d1cdeebc874b99d5d97bb12e5e950c3aa5ec40539ac1fa9a3cc24a59ba,The Tesla and SpaceX CEO said he’ll continue to be “a friend and an adviser” to the president after his DOGE role ends today.,The Tesla and SpaceX CEO said he’ll continue to be “a friend and an adviser” to the president after his DOGE role ends today.,0.909402996301651
Tesla stock notches weekly gain as Musk bashes New York Times report on way out of Trump White House,2025-05-31 04:02:38,Yahoo,https://finnhub.io/api/news?id=031be52b4a9c87cd4f0fdc8b4092edd8fcd45f75ee1572538ab801b4af184744,Tesla stock dropped on Friday but finished higher for the week as a wild week for CEO Elon Musk became even stranger.,Tesla stock dropped on Friday but finished higher for the week as a wild week for CEO Elon Musk became even stranger.,0.1910195518285036
Elon Musk’s Court Fights to Outlast His Time in the White House,2025-05-31 03:59:04,Yahoo,https://finnhub.io/api/news?id=0c44350c87d2f0dbc0e0e4f9fbf6d709fa4f3238cc5ce3ac8c3c9d4e107d3662,"(Bloomberg) -- As Elon Musk leaves his formal US government position, dozens of legal challenges over the billionaire’s powerful role in the Trump administration and the work of the Department of Government Efficiency will press ahead.Most Read from BloombergNYC Congestion Toll Brings In $216 Million in First Four MonthsNow With Colorful Blocks, Tirana’s Pyramid Represents a Changing AlbaniaBillionaire Steve Cohen Wants NY to Expand Taxpayer-Backed FerryThe Economic Benefits of Paying Workers to","(Bloomberg) -- As Elon Musk leaves his formal US government position, dozens of legal challenges over the billionaire’s powerful role in the Trump administration and the work of the Department of Government Efficiency will press ahead.Most Read from BloombergNYC Congestion Toll Brings In $216 Million in First Four MonthsNow With Colorful Blocks, Tirana’s Pyramid Represents a Changing AlbaniaBillionaire Steve Cohen Wants NY to Expand Taxpayer-Backed FerryThe Economic Benefits of Paying Workers to",0.6912307739257812
Trump Says He Wants Americans to Buy U.S.-Built Cars,2025-05-31 03:33:21,Yahoo,https://finnhub.io/api/news?id=c4f60567507e71c9d144938c06e822f197f078f5508ef001ed212e6df202d15b,"President Trump on Friday said automakers have 12 months to build all of their products, including their parts, in the United States. Speaking to reporters from the Oval Office alongside Tesla CEO Elon Musk, Trump said ""over the next year they've got to have the whole thing built in America.","President Trump on Friday said automakers have 12 months to build all of their products, including their parts, in the United States. Speaking to reporters from the Oval Office alongside Tesla CEO Elon Musk, Trump said ""over the next year they've got to have the whole thing built in America.",0.32678738236427307
Elon Musk departs from Trump admin. What's next for the Tesla CEO?,2025-05-31 03:26:02,Yahoo,https://finnhub.io/api/news?id=c3211101ceadf9b97941c3b4db871c263fda7e53142718e736cb30c89eb6b1cc,"In a joint press event with President Trump in the Oval Office, Tesla (TSLA) CEO Elon Musk formally announced his departure from the administration. He has publicly recommitted himself to lead his electric vehicle company as he stepped back from his lead role as the head of the Department of Government Efficiency (DOGE) in recent weeks. Yahoo Finance senior autos reporter Pras Subramanian joins a panel discussion covering Musk's latest controversies, his work with the Trump administration, and how Tesla investors should be viewing his return to the helm of the auto innovator and his handful of other companies. To watch more expert insights and analysis on the latest market action, check out more Market Domination here.","In a joint press event with President Trump in the Oval Office, Tesla (TSLA) CEO Elon Musk formally announced his departure from the administration. He has publicly recommitted himself to lead his electric vehicle company as he stepped back from his lead role as the head of the Department of Government Efficiency (DOGE) in recent weeks. Yahoo Finance senior autos reporter Pras Subramanian joins a panel discussion covering Musk's latest controversies, his work with the Trump administration, and how Tesla investors should be viewing his return to the helm of the auto innovator and his handful of other companies. To watch more expert insights and analysis on the latest market action, check out more Market Domination here.",0.9427202939987183
Musk on Leaving White House: ‘DOGE Influence Will Only Grow Stronger’,2025-05-31 03:20:00,Yahoo,https://finnhub.io/api/news?id=a208fec49725572e75a496b7b13016da7140e96c5a65306b362b84848540c232,Tesla CEO Elon Musk said he will be “a friend and advisor” to President Trump after stepping down from his role leading the Department of Government Efficiency.,Tesla CEO Elon Musk said he will be “a friend and advisor” to President Trump after stepping down from his role leading the Department of Government Efficiency.,0.8813078813254833
Uber Stock Dropped on Fears of Tesla’s Robotaxi. It’s Time to Buy.,2025-05-31 02:31:00,Yahoo,https://finnhub.io/api/news?id=a25c4ad7be6805076a41db76f3cfa2690021a05da873500d07cf86e53f881a3a,"Uber Technologies  ’ stock is down on news that  Tesla  will roll out its  Robotaxi  This presents an opportunity to buy shares of  Uber  —which has high potential in autonomous driving—at a cheaper price.  Bloomberg reported Wednesday Tesla will launch the new service in Austin, Texas, on June 12.  Tesla is producing these vehicles and could monetize some of them by offering a ride-hailing app, threatening Uber’s market share.","Uber Technologies  ’ stock is down on news that  Tesla  will roll out its  Robotaxi  This presents an opportunity to buy shares of  Uber  —which has high potential in autonomous driving—at a cheaper price.  Bloomberg reported Wednesday Tesla will launch the new service in Austin, Texas, on June 12.  Tesla is producing these vehicles and could monetize some of them by offering a ride-hailing app, threatening Uber’s market share.",0.5058768969029188
Trump Explodes Over China Deal Breach -- Rare Earths and Tariffs Back on the Table,2025-05-31 01:51:08,Yahoo,https://finnhub.io/api/news?id=c6c6d4be357302cafebdbfea59f2b08ef3c4c6dae56d447708babbfea4616169,"Trade truce unravels as Trump targets critical minerals, markets brace for fresh supply chain shocks","Trade truce unravels as Trump targets critical minerals, markets brace for fresh supply chain shocks",0.5282747503370047
"Stock Market Today: A choppy stock day; a tweet on China; inflation cools; Nvidia, Tesla, Palantir",2025-05-31 00:21:19,Yahoo,https://finnhub.io/api/news?id=dfdfaa54b27d944b53768158849776a522257f0e0bef76fb210a90b785102360,Today is a microcosm of the entire year. A tweet sends a stable market lower despite good economic news.,Today is a microcosm of the entire year. A tweet sends a stable market lower despite good economic news.,0.5082703800871968
"Tesla Stock Logs Weekly Gains, Second Straight Winning Month as Musk Leaves DOGE",2025-05-31 00:11:46,Yahoo,https://finnhub.io/api/news?id=72085eb3d8766eb14c032ba4b81f6a4622bade5d029f0eab49db4a486f1e052a,"Tesla shares slid Friday, but posted gains for the week and second straight month as CEO Elon Musk steps back from his role leading the cost-cutting Department of Government Efficiency.","Tesla shares slid Friday, but posted gains for the week and second straight month as CEO Elon Musk steps back from his role leading the cost-cutting Department of Government Efficiency.",0.16660163179039955
"Tesla Heads For Winning Week, Second Straight Winning Month as Musk Leaves DOGE",2025-05-31 00:11:46,Yahoo,https://finnhub.io/api/news?id=edfa6c36fb19cf7a4f5749584c1216f9f5434db354d2ca680db172f5c0c8df68,Tesla stock is poised to end the holiday-shortened trading week higher after last week broke a four-week winning streak. Shares are also set to close higher for a second straight month as CEO Elon Musk says he is ending his government work.,Tesla stock is poised to end the holiday-shortened trading week higher after last week broke a four-week winning streak. Shares are also set to close higher for a second straight month as CEO Elon Musk says he is ending his government work.,0.11546172760426998
"Trump gives Elon Musk an Oval Office sendoff, crediting him with 'colossal change'",2025-05-30 23:56:08,Finnhub,https://finnhub.io/api/news?id=0ff87114aaa37119cec2f39659c790ca21f1fa78fde61dab7b8d212c19224931,"WASHINGTON — President Donald Trump bid farewell to Elon Musk in the Oval Office on Friday, providing a cordial conclusion to a tumultuous tenure for the billionaire entrepreneur. Musk is...","WASHINGTON — President Donald Trump bid farewell to Elon Musk in the Oval Office on Friday, providing a cordial conclusion to a tumultuous tenure for the billionaire entrepreneur. Musk is...",0.2924571931362152
"Trump, Musk offer show of unity as Tesla CEO departs government",2025-05-30 23:34:12,Finnhub,https://finnhub.io/api/news?id=8ab244a0e1221d1cf2e603ae3d200295c457ecbd47794b27e000bdf37ce2f467,"U.S. President DonaldTrump said on Friday that billionaire Elon Musk will remain aclose adviser, even after the Tesla CEO departs theadministration following a chaotic four-month tenure that...","U.S. President DonaldTrump said on Friday that billionaire Elon Musk will remain aclose adviser, even after the Tesla CEO departs theadministration following a chaotic four-month tenure that...",0.8891803920269012
X marks the spot: Bruised Musk says his young son punched him,2025-05-30 23:23:08,Finnhub,https://finnhub.io/api/news?id=6cd46bcc16c8be8685f9acaa2c581500e839643467535e200ea95adc830971db,A bruised Elon Muskexplained away a black eye during a White House appearance onFriday by saying that his 5-year-old son had punched him in theface while the two were playing around. ...,A bruised Elon Muskexplained away a black eye during a White House appearance onFriday by saying that his 5-year-old son had punched him in theface while the two were playing around. ...,0.5835054069757462
EV tax credit elimination: What it could mean for Tesla and the US auto industry if it ends,2025-05-30 23:09:13,Yahoo,https://finnhub.io/api/news?id=b8145ff6631ea6ea5a338ca43a2ffa6575f730ff4e4e1768015b8003d5af17a0,"While eliminating the electric vehicle tax credit would likely lead to a drop in EV sales and production, Tesla sales would probably remain largely unaffected, one expert says.","While eliminating the electric vehicle tax credit would likely lead to a drop in EV sales and production, Tesla sales would probably remain largely unaffected, one expert says.",0.508994406554848
Tesla: 'Sell The News' Trade Could Increase As June 12 Robotaxi Launch Date Nears,2025-05-30 22:54:25,SeekingAlpha,https://finnhub.io/api/news?id=d17fe727b2bbb3d02238863312df01ca4944d4ce676ce607d720cab130b110eb,"Tesla, Inc. is facing challenges surrounding sales and earnings, while it bets on robotaxi launch in June. Click for our updated look at TSLA stock.","Tesla, Inc. is facing challenges surrounding sales and earnings, while it bets on robotaxi launch in June. Click for our updated look at TSLA stock.",0.8698478303849697
Tesla stock poised for weekly gain as Musk prepares to make full return to company amid alleged drug abuse,2025-05-30 22:52:36,Yahoo,https://finnhub.io/api/news?id=736416a2e72d671cf61605c61ab3146ba7a28217bae7bf85df71d7057d696674,Tesla stock dropped on Friday but finished higher for the week as a wild week for CEO Elon Musk became even stranger.,Tesla stock dropped on Friday but finished higher for the week as a wild week for CEO Elon Musk became even stranger.,0.41541511844843626
Trump lauds Musk in Oval Office as billionaire's turbulent tenure ends,2025-05-30 22:46:13,Finnhub,https://finnhub.io/api/news?id=7dfefe0c15d56d32cef0e6547974d9d30943d5d68fb64805a04de544d902a423,"U.S. President DonaldTrump praised billionaire Elon Musk's efforts to cut federalspending during a joint press conference in the Oval Office onFriday, as the Tesla CEO departs the administration...","U.S. President DonaldTrump praised billionaire Elon Musk's efforts to cut federalspending during a joint press conference in the Oval Office onFriday, as the Tesla CEO departs the administration...",0.36775208823382854
ETFs to Ride on Tesla's Renewed Growth Story,2025-05-30 22:45:00,Yahoo,https://finnhub.io/api/news?id=60fa5872e357ad82c5aa370e8f735feedda6f1b5838239e244063a9618984d2c,"TESL, NITE, XLY, VCR and FDIS can help investors tap Tesla's robotaxi momentum and Musk's renewed focus on AI and business after political exit.","TESL, NITE, XLY, VCR and FDIS can help investors tap Tesla's robotaxi momentum and Musk's renewed focus on AI and business after political exit.",0.07544483616948128
Musk and Trump Meet in The Oval Office Today. What to Watch.,2025-05-30 22:03:00,Yahoo,https://finnhub.io/api/news?id=4c5364c7594b9baa07ba6dddc20c0eaf64453c222ed4d8b8f5f570d8fd0841d2,"Tesla CEO Elon Musk is ending his time in Washington, D.C. President Trump gives him a send off on Friday at 1:30 p.m. Eastern time in the Oval Office.","Tesla CEO Elon Musk is ending his time in Washington, D.C. President Trump gives him a send off on Friday at 1:30 p.m. Eastern time in the Oval Office.",0.9438736150041223
"Ackman, Druckenmiller-Tracking ETFs Are Latest Industry Gambit",2025-05-30 21:49:11,Yahoo,https://finnhub.io/api/news?id=98fadf704cb3f0d3e771c7ec4c260a78ef3004c3b93ac10a03ef437f1825994f,"(Bloomberg) -- In a crowded ETF market obsessed with attention-grabbing pitches, one idea keeps coming back: Track the trades of star investors and sell them to the masses.Most Read from BloombergNYC Congestion Toll Brings In $216 Million in First Four MonthsNow With Colorful Blocks, Tirana’s Pyramid Represents a Changing AlbaniaThe Economic Benefits of Paying Workers to MoveBillionaire Steve Cohen Wants NY to Expand Taxpayer-Backed FerryNY Wins Order Against US Funding Freeze in Congestion Figh","(Bloomberg) -- In a crowded ETF market obsessed with attention-grabbing pitches, one idea keeps coming back: Track the trades of star investors and sell them to the masses.Most Read from BloombergNYC Congestion Toll Brings In $216 Million in First Four MonthsNow With Colorful Blocks, Tirana’s Pyramid Represents a Changing AlbaniaThe Economic Benefits of Paying Workers to MoveBillionaire Steve Cohen Wants NY to Expand Taxpayer-Backed FerryNY Wins Order Against US Funding Freeze in Congestion Figh",0.8738341182470322
How The Fed And Uncertainty Can Push The S&P 500 Into A Correction,2025-05-30 21:29:36,SeekingAlpha,https://finnhub.io/api/news?id=ce699c6f78f540dd5d3dc5165ee13812bdcaf6fca434f1f1aaebeaa3f1176720,"Is the S&P 500 overvalued? Discover why economic risks and high P/E ratios signal a potential 7%-10% correction, plus opportunities for gains in 2026!","Is the S&P 500 overvalued? Discover why economic risks and high P/E ratios signal a potential 7%-10% correction, plus opportunities for gains in 2026!",0.5569126158952713
Notable open interest changes for May 29th,2025-05-30 21:00:50,Yahoo,https://finnhub.io/api/news?id=9b06f4f5ce205071a3e592e8455e4bee224f925b28c32dbb0a02cab4e85aa7f7,"Wednesday’s total option volume of 43.6 million contracts resulted in net open interest growth of 5.76 million calls and 4.84 million puts. NVIDIA (NVDA), Tesla (TSLA), Taiwan Semi (TSM) and Trump Media (DJT) saw the greatest growth. Top five new positions opened include 55k Taiwan Semi (TSM) 6/2 weekly 196.1 calls, 55k Taiwan Semi (TSM) 6/2 weekly 196.1 puts, 51k Trump Media (DJT) Jul-25 20 puts, 41k Unity Software (U) Jan-26 30 calls and 39k Pfizer (PFE) 5/30 weekly 23 puts. Published first on","Wednesday’s total option volume of 43.6 million contracts resulted in net open interest growth of 5.76 million calls and 4.84 million puts. NVIDIA (NVDA), Tesla (TSLA), Taiwan Semi (TSM) and Trump Media (DJT) saw the greatest growth. Top five new positions opened include 55k Taiwan Semi (TSM) 6/2 weekly 196.1 calls, 55k Taiwan Semi (TSM) 6/2 weekly 196.1 puts, 51k Trump Media (DJT) Jul-25 20 puts, 41k Unity Software (U) Jan-26 30 calls and 39k Pfizer (PFE) 5/30 weekly 23 puts. Published first on",0.8786747492849827
Why I Believe Tesla Will Soon Become Unprofitable,2025-05-30 20:26:41,SeekingAlpha,https://finnhub.io/api/news?id=8a417d75e8bef2f935f1fe95ffba8b19903260424aabbdb91db6028b3ec4069d,"Tesla, Inc.'s Q1 2025 slump: European boycott, BYD price war hit margins, with deliveries down 49%. Click for my updated look at TSLA stock prospects.","Tesla, Inc.'s Q1 2025 slump: European boycott, BYD price war hit margins, with deliveries down 49%. Click for my updated look at TSLA stock prospects.",0.5073434808291495
Can Tesla sales recover in Europe amid Elon Musk backlash? Yahoo Finance readers have their say,2025-05-30 20:16:16,Yahoo,https://finnhub.io/api/news?id=a4c9c15fd050814124793f40a58b54219dd54f1206fa9f684f01754c82241698,"Tesla shares rose this week, despite data showing that the EV company's sales in Europe nearly halved last month.","Tesla shares rose this week, despite data showing that the EV company's sales in Europe nearly halved last month.",0.03648321609944105
Tesla Stock Is Dropping. Why It Can’t Spoil a Wonderful May.,2025-05-30 20:04:00,Yahoo,https://finnhub.io/api/news?id=85e7d41b11956d1940248884710d00709597d4b4d1fa4de2bcc1a36b02b8806d,"Investors have bid up Tesla share in anticipation of the company’s June robotaxi service launch in Austin, Texas.","Investors have bid up Tesla share in anticipation of the company’s June robotaxi service launch in Austin, Texas.",0.5087543143890798
"Tesla's Optimus May Be The First Humanoid Robot To Achieve High Volume And Tech Scale, Says Nvidia CEO Jensen Huang: '... Likely To Be The Next Multi-Trillion Dollar Industry'",2025-05-30 19:42:00,Yahoo,https://finnhub.io/api/news?id=962369a2dada4262b6b78a3ce90312a1a8c542c2ab0f66a5114d5661f815946f,"Nvidia Corp. (NASDAQ:NVDA) CEO Jensen Huang said that he believes Tesla Inc.'s (NASDAQ:TSLA) Optimus humanoid robot could be the first to reach mass adoption and trigger a multi-trillion-dollar industry. What Happened: Speaking with Bloomberg News on Wednesday, Huang was asked about Tesla's expanding relationship with Nvidia and its potential in robotics, artificial intelligence and autonomous systems. In response, Huang praised Elon Musk and called him ""an extraordinary engineer."" ""I love worki","Nvidia Corp. (NASDAQ:NVDA) CEO Jensen Huang said that he believes Tesla Inc.'s (NASDAQ:TSLA) Optimus humanoid robot could be the first to reach mass adoption and trigger a multi-trillion-dollar industry. What Happened: Speaking with Bloomberg News on Wednesday, Huang was asked about Tesla's expanding relationship with Nvidia and its potential in robotics, artificial intelligence and autonomous systems. In response, Huang praised Elon Musk and called him ""an extraordinary engineer."" ""I love worki",0.3596103638410568
Mag 7 valuations before & after Nvidia earnings: Chart of the Day,2025-05-30 19:30:13,Yahoo,https://finnhub.io/api/news?id=55a97fcc92abbdff92fb8db236afd2b9892fb4a8c492308218984379604b73c6,"Now that Nvidia's (NVDA) earnings are in the books, Yahoo Finance host Julie Hyman takes a look at what Big Tech's valuations and forward price-to-earnings (P/E) ratios look like right now, particularly for the ""Magnificent Seven."" To watch more expert insights and analysis on the latest market action, check out more Asking for a Trend here.","Now that Nvidia's (NVDA) earnings are in the books, Yahoo Finance host Julie Hyman takes a look at what Big Tech's valuations and forward price-to-earnings (P/E) ratios look like right now, particularly for the ""Magnificent Seven."" To watch more expert insights and analysis on the latest market action, check out more Asking for a Trend here.",0.9354922361671925
"Why Elon Musk needs Tesla more than ever? Humanoid, BYD and much more on Tesla",2025-05-30 18:59:42,Yahoo,https://finnhub.io/api/news?id=689fdc7e5761d7492507c938ce311e529cd1d98eccbb6c912f81cc1edac2a727,"Investing.com -- Tesla may now be more important than ever to Elon Musk, according to Morgan Stanley analysts, who say the electric vehicle maker is key to U.S. competitiveness in artificial intelligence and robotics.","Investing.com -- Tesla may now be more important than ever to Elon Musk, according to Morgan Stanley analysts, who say the electric vehicle maker is key to U.S. competitiveness in artificial intelligence and robotics.",0.5435343980789185
FEPI Vs. QDTE: Both Funds Offer A Unique Value Proposition,2025-05-30 18:50:23,SeekingAlpha,https://finnhub.io/api/news?id=a53e9b0689da4a27714ddad72dc8f14bdff81ff0334429f74adb995aa432b559,,,0.361842080950737
Electric Vehicles Update - Racing Ahead Ultra-Fast Batteries Drive Future Growth,2025-05-30 18:39:45,Yahoo,https://finnhub.io/api/news?id=42334b379f85335194f007ba1b1d08c68c87bfb5a7061c5646e052440a2e9c69,"The ultra-fast electric vehicle (EV) batteries market is projected to experience significant growth, with a compound annual growth rate (CAGR) of 11.27% from 2025 to 2030. This expansion is driven by technological advancements, supportive government policies, and the rising demand for electric vehicles. Solid-state batteries are gaining popularity for their higher energy capacity, quicker charging, and improved safety compared to traditional lithium-ion options. The development of...","The ultra-fast electric vehicle (EV) batteries market is projected to experience significant growth, with a compound annual growth rate (CAGR) of 11.27% from 2025 to 2030. This expansion is driven by technological advancements, supportive government policies, and the rising demand for electric vehicles. Solid-state batteries are gaining popularity for their higher energy capacity, quicker charging, and improved safety compared to traditional lithium-ion options. The development of...",0.05864570662379265
Tesla to begin driverless Model Y deliveries in Austin this June,2025-05-30 17:47:48,Yahoo,https://finnhub.io/api/news?id=a7dc79d82e780522ee794ff69936365e4f39aefe0801259ccb1d07caf12fa657,Musk noted that the testing is “a month ahead of schedule” and reported no incidents during the trials.,Musk noted that the testing is “a month ahead of schedule” and reported no incidents during the trials.,0.7329807952046394
"Tesla shareholders beg for Elon Musk to focus on the company, asking the CEO to work at least 40 hours a week",2025-05-30 17:04:00,Yahoo,https://finnhub.io/api/news?id=c8b101695dd44907c9601da81af390b91a24111b2a6bea85f1f06b76d34d1067,A group of investors reached out to board chair Robyn Denholm to try and get Musk back to work at the beleaguered EV maker.,A group of investors reached out to board chair Robyn Denholm to try and get Musk back to work at the beleaguered EV maker.,0.6972688287496567
"Zacks Investment Ideas feature highlights: NVIDIA, Meta Platforms and Tesla",2025-05-30 17:01:00,Yahoo,https://finnhub.io/api/news?id=b82ebc924d51f037622c474069727814fc3745f66b0a2102b3f089127a86da37,"NVIDIA sees soaring GPU demand, bullish GB200 sales, and firm AI factory commitments as it navigates China headwinds and targets $45B in Q2 revenue.","NVIDIA sees soaring GPU demand, bullish GB200 sales, and firm AI factory commitments as it navigates China headwinds and targets $45B in Q2 revenue.",0.06765453703701496
"Elon Musk Thinks Tesla Will Be the World's Most Valuable Company, but This Huge Problem Could Send Its Stock Plunging by 70% Instead",2025-05-30 17:00:00,Yahoo,https://finnhub.io/api/news?id=7ef96eac3940784a9d3476fc0a2893bd3513e812cbc360fc0b5ac4ae0d0e4ca6,"Self-driving cars and humanoid robots are key to Musk's bullish vision for Tesla, but the company has to overcome major challenges first.  Tesla (NASDAQ: TSLA) stock hit a new record high in Dec. 2024 on the back of President Trump's election win.  Investors speculated that Trump's focus on deregulation could speed up the company's ability to commercialize its autonomous robotaxi and humanoid robot opportunities.","Self-driving cars and humanoid robots are key to Musk's bullish vision for Tesla, but the company has to overcome major challenges first.  Tesla (NASDAQ: TSLA) stock hit a new record high in Dec. 2024 on the back of President Trump's election win.  Investors speculated that Trump's focus on deregulation could speed up the company's ability to commercialize its autonomous robotaxi and humanoid robot opportunities.",0.111529890447855
Dow Jones Futures Fall As Trump Says China 'Violated' Agreement; Fed Inflation Hits Four-Year Low,2025-05-30 16:54:40,DowJones,https://finnhub.io/api/news?id=802bfb21d84d15abe1b8220ecffdee9a3bc311dce963dcf6171d5a84d0c679c0,Dow Jones Futures Fall As Trump Says China 'Violated' Agreement; Fed Inflation Hits Four-Year Low,Dow Jones Futures Fall As Trump Says China 'Violated' Agreement; Fed Inflation Hits Four-Year Low,0.5062302770093083
